genotype,run_no,plate_no,well_no,file_column,no_segments,sum_area_gap_fd,t_end,t_start,tphase_residuals_fd,tphase_residuals_fd_normalized,tphase_rsquared_fd
YNL121C,49,B,45,145,1.000000000e+00,-3.381886008e-02,1.040653821e+03,6.760662994e+02,2.803919068e-06,1.475746878e-07,9.456455867e-01
YER169W,42,A,37,37,1.000000000e+00,2.218521511e-03,2.743562650e+02,8.416834000e+01,1.106805746e-06,1.229784162e-07,-2.248786600e-02
YER169W,42,A,37,37,2.000000000e+00,6.728683640e-03,1.494840365e+03,7.224805678e+02,1.068397338e-06,2.811571941e-08,9.868851553e-01
YKL149C,23,B,25,125,1.000000000e+00,-3.008129462e-02,9.619253331e+02,6.236706821e+02,2.549700341e-06,1.499823730e-07,9.404113211e-01
YER183C,42,B,49,149,1.000000000e+00,-1.617682066e-02,8.980605822e+02,5.396506924e+02,2.023881767e-06,1.124378759e-07,9.613890889e-01
YLR322W,27,A,2,2,1.000000000e+00,3.487429005e-03,1.226043384e+03,7.278237251e+02,1.209012877e-06,4.836051506e-08,9.589354729e-01
YMR096W,44,A,67,67,1.000000000e+00,3.862316730e-02,3.058517763e+02,8.416834000e+01,1.520748554e-06,1.382498685e-07,9.025212461e-01
YMR096W,44,A,67,67,2.000000000e+00,1.189235260e-02,1.490382610e+03,6.915724993e+02,1.625076098e-06,4.062690245e-08,9.895135618e-01
YDR517W,15,B,65,165,2.000000000e+00,-1.599612934e-02,1.288689507e+03,5.560453201e+02,1.464069280e-06,3.956944001e-08,9.890926633e-01
YJL200C,47,B,81,181,2.000000000e+00,1.086802762e-01,1.287803486e+03,4.959557643e+02,1.318200639e-06,3.295501598e-08,9.907246228e-01
YCR051W,5,A,23,23,2.000000000e+00,-1.054826875e-02,1.335101299e+03,6.131185835e+02,1.243467852e-06,3.454077366e-08,9.912278889e-01
YNR037C,32,B,54,154,1.000000000e+00,4.458204979e-03,5.066841267e+02,2.946026819e+02,2.454240850e-08,2.231128046e-09,9.280400829e-01
YNR037C,32,B,54,154,2.000000000e+00,8.619216147e-02,1.575069794e+03,6.916042386e+02,1.133598329e-06,2.576359839e-08,9.839052407e-01
YPR138C,39,B,57,157,1.000000000e+00,-9.686229656e-03,9.592867283e+02,6.390395965e+02,1.688263504e-06,1.055164690e-07,9.637172686e-01
YIL124W,3,B,95,195,2.000000000e+00,-1.505977113e-02,1.263324628e+03,5.486924834e+02,1.077725707e-06,2.993682521e-08,9.923691441e-01
YPR151C,50,A,73,73,2.000000000e+00,-9.926679640e-03,1.312594682e+03,6.146812736e+02,3.138700164e-06,8.967714755e-08,9.783241586e-01
YDR318W,14,A,19,19,1.000000000e+00,-3.936777945e-02,8.828361938e+02,5.457362262e+02,2.290678365e-06,1.347457862e-07,9.496984474e-01
YPL171C,37,A,30,30,1.000000000e+00,9.861182049e-03,3.773215617e+02,1.857839654e+02,2.094362303e-07,2.327069225e-08,7.399907772e-01
YPL171C,37,A,30,30,2.000000000e+00,-4.140860834e-02,1.208551038e+03,5.000878119e+02,1.311466118e-06,3.747046052e-08,9.897107917e-01
YKL026C,22,B,29,129,2.000000000e+00,-1.314146679e-02,1.231813868e+03,5.067151871e+02,1.381084898e-06,3.836346940e-08,9.906505406e-01
YPL060W,38,A,18,18,2.000000000e+00,-1.784822616e-02,1.208653279e+03,4.793913570e+02,1.304422293e-06,3.525465657e-08,9.898965680e-01
YJR080C,46,A,14,14,2.000000000e+00,3.170030000e-05,1.244052784e+03,5.529815650e+02,1.338056989e-06,3.823019968e-08,9.899540494e-01
YBL053W,7,A,43,43,1.000000000e+00,4.535697592e-03,4.641131632e+02,3.458336742e+02,1.937346723e-08,3.228911205e-09,9.124821190e-01
YBL053W,7,A,43,43,2.000000000e+00,-3.060206316e-02,1.234855039e+03,5.996425164e+02,3.332414294e-06,1.041379467e-07,9.747527025e-01
YGR295C,49,A,89,89,1.000000000e+00,-4.462088579e-02,9.457568903e+02,5.742068277e+02,3.200138246e-06,1.684283288e-07,9.409501640e-01
BY4741,17,A,5,5,1.000000000e+00,-4.355269547e-02,9.001593450e+02,5.498935674e+02,2.924208071e-06,1.624560039e-07,9.364636455e-01
YER135C,42,A,13,13,1.000000000e+00,-1.291995665e-03,8.768479926e+02,5.195451919e+02,2.153115123e-06,1.196175068e-07,9.620582717e-01
YER169W,42,B,37,137,2.000000000e+00,-5.169460210e-03,1.519316606e+03,7.396761567e+02,1.116465073e-06,2.862730955e-08,9.880721285e-01
YKL043W,51,B,34,134,1.000000000e+00,-2.950389049e-02,9.296640061e+02,5.862911752e+02,2.234560600e-06,1.314447412e-07,9.522064857e-01
YMR099C,44,A,70,70,1.000000000e+00,8.300161804e-03,5.120693936e+02,3.803073776e+02,5.711732055e-08,9.519553425e-09,-8.871588450e-01
YMR099C,44,A,70,70,1.000000000e+00,-1.574722671e-02,9.799477841e+02,6.540038614e+02,2.064267607e-06,1.290167254e-07,9.523174074e-01
YIR013C,4,A,41,41,1.000000000e+00,-1.169171602e-03,3.696137990e+02,8.416834000e+01,3.924464767e-07,2.803189119e-08,9.748667612e-01
YIR013C,4,A,41,41,2.000000000e+00,-4.509551185e-02,1.147903629e+03,5.056034347e+02,1.557581741e-06,4.867442942e-08,9.880745690e-01
YBL079W,7,A,65,65,1.000000000e+00,-1.637043751e-02,1.498816601e+03,1.153070553e+03,9.311203394e-07,5.477178467e-08,9.603217933e-01
YBR195C,51,A,23,23,1.000000000e+00,8.866626801e-02,3.655079400e+02,8.416834000e+01,3.560344971e-06,2.543103551e-07,7.911860746e-01
YBR195C,51,A,23,23,2.000000000e+00,-2.027068355e-02,1.417756284e+03,6.848644648e+02,9.335706172e-07,2.593251715e-08,9.912466215e-01
YDR383C,14,A,64,64,1.000000000e+00,-9.349515912e-04,8.937396189e+02,5.332217593e+02,1.668378593e-06,9.268769961e-08,9.685634101e-01
YLL038C,24,B,46,146,1.000000000e+00,-1.567506159e-03,4.763012881e+02,2.716473960e+02,2.871689258e-07,2.871689258e-08,7.850205001e-01
YLL038C,24,B,46,146,1.000000000e+00,7.339056078e-03,7.148824366e+02,6.392618023e+02,1.811880132e-06,4.529700330e-07,9.412557939e-01
YLL038C,24,B,46,146,1.000000000e+00,2.203580459e-02,8.286973809e+02,7.589976908e+02,2.137939467e-06,5.344848668e-07,6.509545445e-01
YLL038C,24,B,46,146,1.000000000e+00,1.603126512e-02,9.405850241e+02,8.697011751e+02,5.268477714e-07,1.317119429e-07,8.003286042e-01
YKR082W,41,B,7,107,1.000000000e+00,-1.532408121e-02,1.170450927e+03,7.589754976e+02,1.684173774e-06,8.019875114e-08,9.433935348e-01
YHR062C,43,B,68,168,1.000000000e+00,1.441183820e-02,4.734371707e+02,1.847820343e+02,1.639097167e-07,1.170783691e-08,9.743893880e-01
YHR062C,43,B,68,168,2.000000000e+00,1.720472389e-02,1.717905206e+03,8.927610350e+02,2.802596374e-07,6.835600911e-09,9.951280464e-01
YDR019C,11,B,85,185,1.000000000e+00,-3.413870093e-02,8.827872888e+02,5.442168533e+02,2.324295056e-06,1.367232386e-07,9.537948469e-01
YLR137W,25,A,64,64,1.000000000e+00,-2.863443840e-02,8.521236609e+02,5.232947241e+02,1.730597976e-06,1.081623735e-07,9.617293643e-01
YOR115C,33,A,64,64,2.000000000e+00,-1.675114167e-02,1.298882221e+03,5.640363912e+02,1.489647698e-06,4.137910272e-08,9.894054019e-01
YPR052C,38,B,96,196,1.000000000e+00,-6.010464267e-03,3.801993536e+02,1.626964289e+02,5.866778032e-08,5.333434574e-09,9.562022300e-01
YPR052C,38,B,96,196,1.000000000e+00,-3.493446356e-02,8.041311026e+02,4.919091613e+02,2.687665905e-06,1.679791191e-07,9.396316459e-01
YDL095W,10,B,57,157,1.000000000e+00,-1.137185275e-01,9.450780581e+02,5.230408898e+02,8.145144585e-06,3.878640278e-07,8.717106764e-01
YMR183C,29,B,13,113,2.000000000e+00,-1.189690801e-02,1.256076408e+03,5.267432827e+02,1.382130732e-06,3.839252033e-08,9.883735960e-01
YGR243W,40,A,61,61,1.000000000e+00,-2.704615080e-02,9.218081227e+02,5.963908665e+02,2.695621132e-06,1.585659490e-07,9.464506975e-01
YNL250W,44,B,15,115,1.000000000e+00,8.053353565e-02,1.351644133e+03,6.901595543e+02,5.280118317e-06,1.600035854e-07,9.370495413e-01
YAL051W,1,A,14,14,1.000000000e+00,-2.279618109e-01,1.047669540e+03,4.084713793e+02,1.163152623e-05,3.634851945e-07,9.264014629e-01
YDL065C,10,B,33,133,2.000000000e+00,4.632184357e-02,1.340599278e+03,5.323143555e+02,3.751048380e-06,9.148898488e-08,9.798709690e-01
YBL062W,7,B,52,152,1.000000000e+00,-3.209138619e-02,9.626111435e+02,6.268141300e+02,2.655547101e-06,1.562086530e-07,9.476690810e-01
YMR127C,44,A,94,94,1.000000000e+00,-2.681290408e-02,9.209246665e+02,5.981529177e+02,2.477745418e-06,1.457497305e-07,9.526609773e-01
YMR186W,29,B,16,116,1.000000000e+00,-2.742098405e-04,3.506868992e+02,1.814441855e+02,9.524230040e-08,1.190528755e-08,5.635903531e-01
YMR186W,29,B,16,116,2.000000000e+00,-3.037251031e-02,1.117100045e+03,4.820237037e+02,1.557979709e-06,5.025740997e-08,9.857503182e-01
YJR052W,47,B,18,118,2.000000000e+00,4.335859098e-02,1.230017528e+03,5.433698483e+02,2.506771183e-06,7.372856421e-08,9.800043467e-01
YIL018W,3,B,3,103,1.000000000e+00,-1.451362721e-02,1.277604222e+03,8.440057529e+02,7.701467531e-07,3.667365491e-08,9.666843370e-01
YHR151C,6,B,65,165,1.000000000e+00,1.319560766e-02,9.890051641e+02,7.195284979e+02,1.810505515e-06,1.293218225e-07,9.640116003e-01
YMR170C,29,A,3,3,2.000000000e+00,-2.256615906e-02,1.079684120e+03,4.279899899e+02,1.098246574e-06,3.432020543e-08,9.917399196e-01
YDL116W,10,A,70,70,1.000000000e+00,1.630389397e-02,4.429122826e+02,1.707052138e+02,3.685730930e-07,2.632664950e-08,9.199035507e-01
YDL116W,10,A,70,70,1.000000000e+00,-1.549400589e-02,1.195995473e+03,7.967761041e+02,1.721762970e-06,8.608814849e-08,9.476504037e-01
YDR057W,12,A,11,11,1.000000000e+00,2.471481320e-02,4.300689800e+02,2.599674255e+02,4.480700989e-07,4.978556654e-08,9.423084382e-01
YDR057W,12,A,11,11,2.000000000e+00,-1.843778742e-02,1.486330339e+03,7.823995728e+02,1.106034411e-06,3.160098316e-08,9.905148017e-01
YJR110W,21,B,98,198,1.000000000e+00,-3.355619232e-02,8.825615777e+02,5.481421351e+02,2.350844818e-06,1.382849893e-07,9.524931435e-01
YPR193C,39,A,94,94,1.000000000e+00,1.256761423e-02,3.278767506e+02,1.819936744e+02,1.116858245e-07,1.595511778e-08,9.623168768e-01
YPR193C,39,A,94,94,1.000000000e+00,-4.234043412e-02,7.848958521e+02,4.659275121e+02,2.355597566e-06,1.472248478e-07,9.465844030e-01
YDL027C,10,B,3,103,2.000000000e+00,-2.772256717e-02,1.233934515e+03,5.633010200e+02,1.273966128e-06,3.860503418e-08,9.909296603e-01
YJL212C,20,A,62,62,1.000000000e+00,-2.738476670e-02,8.894239817e+02,5.244840798e+02,2.042970941e-06,1.134983856e-07,9.615774293e-01
YMR299C,30,A,7,7,2.000000000e+00,-1.208378699e-02,1.317716419e+03,5.611491558e+02,7.590448475e-07,2.051472561e-08,9.936284985e-01
BY4741,39,A,71,71,1.000000000e+00,-4.262008548e-02,8.620277059e+02,5.487419417e+02,2.700491919e-06,1.687807449e-07,9.431848842e-01
YNL322C,30,B,33,133,1.000000000e+00,-8.858968164e-03,4.443163343e+02,1.917556422e+02,4.350184439e-08,3.346295722e-09,9.918719943e-01
YNL322C,30,B,33,133,2.000000000e+00,-3.084165092e-02,1.280238457e+03,5.608183467e+02,1.153160412e-06,3.203223366e-08,9.910940299e-01
YGR101W,19,A,70,70,1.000000000e+00,8.976559789e-03,4.143185030e+02,2.761002150e+02,4.563315951e-08,6.519022788e-09,6.790801643e-01
YGR101W,19,A,70,70,1.000000000e+00,-3.018814411e-02,8.683307428e+02,5.485854191e+02,2.376452182e-06,1.485282614e-07,9.468575402e-01
BY4741,4,A,27,27,2.000000000e+00,-1.992235861e-02,1.206000421e+03,5.486146095e+02,1.358271766e-06,4.115975048e-08,9.901467579e-01
YKL130C,23,A,10,10,1.000000000e+00,-2.041724203e-02,8.924450173e+02,5.509225537e+02,1.980871568e-06,1.165218569e-07,9.604112825e-01
YIL087C,3,B,65,165,2.000000000e+00,-1.224302333e-02,1.280450099e+03,5.465250383e+02,1.126959114e-06,3.045835443e-08,9.919301047e-01
YDR357C,14,B,46,146,2.000000000e+00,-4.388962479e-03,1.276554266e+03,5.122305131e+02,1.415412642e-06,3.724770111e-08,9.908053250e-01
YER034W,16,A,60,60,1.000000000e+00,1.795693237e-03,4.081098309e+02,2.463834970e+02,3.564026733e-07,4.455033416e-08,8.766519181e-01
YER034W,16,A,60,60,1.000000000e+00,-1.189163663e-02,7.573334975e+02,5.244758587e+02,1.821367877e-06,1.655788979e-07,9.516171394e-01
YKR009C,23,B,81,181,1.000000000e+00,1.308917876e-02,5.779262482e+02,2.471048647e+02,9.109683896e-07,5.693552435e-08,9.513699962e-01
YKR009C,23,B,81,181,1.000000000e+00,3.352559596e-02,1.092507518e+03,9.702832128e+02,1.008227900e-06,1.680379834e-07,5.878306938e-01
YOR106W,33,B,56,156,1.000000000e+00,7.701733907e-03,5.513597749e+02,4.404284976e+02,5.902482530e-08,1.180496506e-08,5.757396731e-01
YOR106W,33,B,56,156,1.000000000e+00,-2.456486397e-02,1.054484580e+03,7.069270364e+02,1.662765476e-06,9.780973389e-08,9.551369097e-01
YPL101W,37,A,83,83,1.000000000e+00,-1.593933963e-02,9.388649723e+02,5.973609922e+02,1.727451440e-06,1.016147906e-07,9.519083850e-01
BY4741,37,A,5,5,1.000000000e+00,-4.036404776e-02,8.430416952e+02,4.851929222e+02,2.458873284e-06,1.366040713e-07,9.514805625e-01
YLL029W,24,B,43,143,1.000000000e+00,-2.745549233e-02,8.895883555e+02,5.659211979e+02,2.085092321e-06,1.303182701e-07,9.548601023e-01
YML063W,27,A,93,93,1.000000000e+00,5.966544927e-03,5.483459689e+02,3.529178474e+02,6.019658408e-08,6.019658408e-09,-7.520901958e-02
YML063W,27,A,93,93,1.000000000e+00,-2.660552094e-02,1.234062253e+03,7.414279719e+02,1.036666945e-06,4.319445604e-08,9.720749598e-01
YPL023C,38,A,50,50,1.000000000e+00,-1.832758107e-02,8.764605278e+02,5.795967905e+02,2.610235375e-06,1.740156917e-07,9.381365143e-01
YLR228C,26,A,30,30,2.000000000e+00,-1.731486352e-02,1.214817279e+03,4.935007543e+02,1.621264462e-06,4.503512395e-08,9.885486084e-01
YDR223W,13,A,44,44,1.000000000e+00,-1.705197476e-03,4.128515965e+02,3.420096658e+02,1.403614689e-08,4.678715631e-09,5.114491702e-01
YDR223W,13,A,44,44,1.000000000e+00,-1.253371644e-02,8.983557100e+02,5.835786779e+02,1.363240599e-06,9.088270659e-08,9.607827401e-01
YLR403W,27,A,66,66,1.000000000e+00,2.709895629e-02,4.875056818e+02,1.249931850e+02,5.714533263e-07,3.174740702e-08,9.639478389e-01
YLR403W,27,A,66,66,1.000000000e+00,-2.552131315e-02,1.366688018e+03,1.025673230e+03,1.075619647e-06,6.327174392e-08,9.502011372e-01
YLR241W,26,A,40,40,2.000000000e+00,-1.047804701e-02,1.194487662e+03,5.073132740e+02,1.125322046e-06,3.309770723e-08,9.898677564e-01
YFL049W,2,A,68,68,1.000000000e+00,-2.467573785e-02,9.129870817e+02,5.455937491e+02,2.358560015e-06,1.310311119e-07,9.486634702e-01
YLR406C,45,A,58,58,2.000000000e+00,-4.404143875e-02,1.395126884e+03,6.325966307e+02,2.866567372e-06,7.543598347e-08,9.782921653e-01
YCL044C,2,A,4,4,2.000000000e+00,-1.186023084e-02,1.161895486e+03,5.186062777e+02,1.157988994e-06,3.509057557e-08,9.914240307e-01
YCR034W,5,B,16,116,2.000000000e+00,-1.710644741e-02,1.455275920e+03,5.587309126e+02,5.510461564e-07,1.224547014e-08,9.962238515e-01
YKL036C,40,A,91,91,1.000000000e+00,-2.348529855e-02,9.320990992e+02,6.000736301e+02,1.634981214e-06,1.021863259e-07,9.608197439e-01
YJL212C,20,B,62,162,2.000000000e+00,-1.182423231e-02,1.124064277e+03,5.437307748e+02,1.729155347e-06,5.962604645e-08,9.846705994e-01
YGL033W,17,B,38,138,1.000000000e+00,-3.038787708e-02,8.407450254e+02,4.935280565e+02,2.904743862e-06,1.613746590e-07,9.572749002e-01
YER111C,41,B,92,192,1.000000000e+00,-3.739697742e-02,8.225283468e+02,4.836303721e+02,2.633797557e-06,1.549292681e-07,9.471594244e-01
YCL036W,1,B,98,198,1.000000000e+00,2.158637860e-03,3.613600399e+02,1.369759240e+02,2.995570447e-07,2.496308706e-08,8.797144922e-01
YCL036W,1,B,98,198,2.000000000e+00,-2.969585413e-02,1.127487979e+03,4.706913783e+02,1.991285246e-06,6.034197715e-08,9.866952848e-01
YCR009C,2,A,31,31,2.000000000e+00,-2.279072013e-02,1.190905924e+03,5.359964815e+02,9.275799700e-07,2.810848394e-08,9.928781807e-01
YIL065C,51,B,9,109,1.000000000e+00,-9.470091912e-03,1.404893439e+02,8.416834000e+01,2.916371360e-07,9.721237867e-08,-5.177354650e-01
YIL065C,51,B,9,109,1.000000000e+00,6.769410166e-03,6.508588784e+02,2.704430356e+02,4.352752025e-07,2.290922119e-08,9.793246328e-01
YIL065C,51,B,9,109,1.000000000e+00,-3.832163627e-02,1.344244467e+03,8.504982389e+02,1.247796764e-06,4.991187057e-08,9.673099284e-01
YER167W,42,B,36,136,1.000000000e+00,-3.316354487e-02,9.014796955e+02,5.485399774e+02,2.461025074e-06,1.367236152e-07,9.554601402e-01
YDR329C,14,A,25,25,2.000000000e+00,-2.220263912e-02,1.191822327e+03,4.622794296e+02,1.961670081e-06,5.449083560e-08,9.866617422e-01
YOR375C,35,B,59,159,1.000000000e+00,7.721733823e-03,4.779339020e+02,1.402714151e+02,3.345296991e-07,2.090810620e-08,9.744795749e-01
YOR375C,35,B,59,159,2.000000000e+00,-1.689155282e-02,1.555438867e+03,7.536054926e+02,7.477955383e-07,1.869488846e-08,9.926425451e-01
YKL103C,22,B,89,189,1.000000000e+00,3.353610202e-02,3.421278315e+02,1.978411267e+02,3.941330109e-06,4.926662637e-07,8.242620385e-01
YKL103C,22,B,89,189,2.000000000e+00,-5.351878803e-02,1.203575028e+03,4.918032018e+02,1.445596748e-06,4.015546523e-08,9.893334681e-01
YER123W,42,B,4,104,1.000000000e+00,1.938756195e-02,4.317766648e+02,2.880017815e+02,1.936464590e-07,2.766377986e-08,4.868431233e-01
YER123W,42,B,4,104,2.000000000e+00,-1.726126659e-02,1.294026425e+03,5.668014785e+02,8.885117621e-07,2.468088228e-08,9.924465567e-01
YIL138C,4,A,6,6,1.000000000e+00,2.167874752e-03,8.592066558e+02,5.217522319e+02,1.786476668e-06,1.116547917e-07,9.631089263e-01
YPL113C,37,B,70,170,1.000000000e+00,6.107099190e-03,3.493112683e+02,1.965686417e+02,6.888682763e-08,8.610853454e-09,7.904947973e-01
YPL113C,37,B,70,170,2.000000000e+00,7.600078344e-03,1.250279487e+03,4.797430637e+02,1.470621799e-06,3.770825126e-08,9.895319518e-01
YLL059C,43,A,80,80,1.000000000e+00,-3.801593500e-02,8.848509499e+02,5.608870029e+02,2.438523393e-06,1.524077121e-07,9.447973904e-01
YKL071W,22,A,62,62,1.000000000e+00,1.427478858e-03,8.432647103e+02,5.118165221e+02,1.703710416e-06,1.002182598e-07,9.683861378e-01
YMR025W,28,A,62,62,2.000000000e+00,-1.007250015e-03,1.343247671e+03,6.132448163e+02,1.032247748e-06,2.789858779e-08,9.923530489e-01
YLR297W,26,B,84,184,1.000000000e+00,2.163203177e-02,2.858827655e+02,8.416834000e+01,2.158228318e-06,2.158228318e-07,7.473955709e-01
YLR297W,26,B,84,184,1.000000000e+00,-3.339791082e-02,8.820552938e+02,4.876130051e+02,2.046691559e-06,1.023345780e-07,9.626646313e-01
YFL050C,2,B,69,169,2.000000000e+00,-6.813660944e-03,1.249953080e+03,5.349683991e+02,1.184438326e-06,3.290106461e-08,9.915552262e-01
YIR028W,5,A,86,86,1.000000000e+00,-5.120440185e-03,4.898509567e+02,3.975998927e+02,3.855194892e-08,7.710389783e-09,8.251104305e-01
YIR028W,5,A,86,86,1.000000000e+00,7.354391586e-03,8.458240646e+02,6.186384703e+02,2.507647440e-06,2.089706200e-07,9.481354670e-01
YPL263C,36,B,55,155,1.000000000e+00,9.419809767e-03,4.463525213e+02,2.819099312e+02,5.071734393e-08,6.339667991e-09,9.534392405e-01
YPL263C,36,B,55,155,1.000000000e+00,-3.180363443e-02,9.112297585e+02,5.866842464e+02,1.957963948e-06,1.223727467e-07,9.529077211e-01
YFR016C,2,A,86,86,2.000000000e+00,-1.011061283e-02,1.268997889e+03,5.455074538e+02,6.761820771e-07,1.878283547e-08,9.945704423e-01
YML042W,45,B,64,164,1.000000000e+00,-2.530795271e-02,9.332185670e+02,6.011598774e+02,1.523483220e-06,9.521770127e-08,9.653768132e-01
YNL191W,31,A,29,29,1.000000000e+00,-2.066053284e-02,8.379769736e+02,5.076098823e+02,1.618125139e-06,1.011328212e-07,9.655604038e-01
YIL055C,49,A,92,92,1.000000000e+00,7.955498322e-02,2.837714095e+02,8.416834000e+01,4.699826658e-06,4.699826658e-07,6.567110745e-01
YIL055C,49,A,92,92,1.000000000e+00,-1.741381792e-02,9.734492236e+02,6.363067946e+02,1.980190512e-06,1.164817948e-07,9.587124015e-01
YOL001W,35,A,72,72,1.000000000e+00,4.729502250e-02,6.581474402e+02,1.852646757e+02,8.120059488e-07,3.530460647e-08,9.208639883e-01
YOL001W,35,A,72,72,2.000000000e+00,-6.360688821e-03,1.634080680e+03,9.344227409e+02,6.649406240e-07,1.899830354e-08,9.905586917e-01
BY4741,11,B,88,188,1.000000000e+00,7.687771254e-03,8.327597166e+02,5.575187303e+02,2.380441300e-06,1.700315215e-07,9.490492379e-01
YKL155C,23,A,29,29,1.000000000e+00,-2.511778830e-02,1.178452774e+03,8.056462142e+02,1.104480442e-06,6.136002458e-08,9.519469190e-01
YLR324W,27,A,3,3,1.000000000e+00,-2.212011951e-02,7.879205019e+02,4.360362097e+02,2.417383926e-06,1.342991070e-07,9.600326016e-01
YDR150W,12,B,90,190,1.000000000e+00,2.310484013e-02,5.493026363e+02,3.115563214e+02,4.435834416e-07,3.696528680e-08,9.342353391e-01
YDR150W,12,B,90,190,1.000000000e+00,-1.941054405e-02,1.112817265e+03,7.739295557e+02,1.419637535e-06,8.350809029e-08,9.616476871e-01
YPL047W,38,A,32,32,1.000000000e+00,1.428245543e-02,4.143230234e+02,2.907172615e+02,1.211856871e-07,2.019761451e-08,2.636395329e-01
YPL047W,38,A,32,32,1.000000000e+00,-3.534769322e-02,8.853853640e+02,5.533571258e+02,2.331860590e-06,1.371682700e-07,9.408925188e-01
YPR197C,39,A,98,98,1.000000000e+00,2.284542642e-03,3.550770863e+02,1.180025328e+02,3.122460597e-08,2.602050498e-09,9.954739303e-01
YPR197C,39,A,98,98,2.000000000e+00,-3.534568685e-02,1.170170053e+03,4.856859814e+02,1.355965983e-06,3.988135245e-08,9.894149859e-01
BY4741,25,B,27,127,1.000000000e+00,9.331541656e-03,8.133344837e+02,5.536919402e+02,5.963328534e-07,4.587175796e-08,9.756933511e-01
BY4741,25,B,27,127,1.000000000e+00,9.720088442e-06,1.290739539e+03,1.082526639e+03,3.882743068e-07,3.882743068e-08,7.199625042e-01
BY4741,25,B,27,127,1.000000000e+00,0.000000000e+00,2.027739072e+03,2.000835557e+03,3.209397627e-09,3.209397627e-09,-inf
YNR041C,32,B,57,157,1.000000000e+00,-2.094092073e-03,6.081563363e+02,3.270700260e+02,9.124990369e-08,6.517850264e-09,9.262329867e-01
YNR041C,32,B,57,157,1.000000000e+00,-2.544145330e-02,1.203636896e+03,7.659134137e+02,1.111009258e-06,5.050042080e-08,9.659738524e-01
YOL159C,45,A,36,36,1.000000000e+00,-4.485008033e-02,9.614303347e+02,6.027556986e+02,3.086146257e-06,1.714525698e-07,9.412904411e-01
YCL007C,1,A,77,77,2.000000000e+00,-1.962205692e-02,1.201623733e+03,5.219790672e+02,9.617183543e-07,2.828583395e-08,9.926151977e-01
YMR075W,42,B,76,176,2.000000000e+00,-1.806644201e-02,1.356699240e+03,6.031223227e+02,7.650165568e-07,2.067612316e-08,9.926977807e-01
YGR038W,47,B,45,145,2.000000000e+00,-2.785902556e-02,1.299782490e+03,5.861377669e+02,1.396601753e-06,3.990290722e-08,9.893002865e-01
YDL218W,11,A,49,49,1.000000000e+00,3.326186488e-02,1.058181690e+03,6.258323165e+02,2.725776726e-06,1.297988917e-07,9.549458511e-01
YJR150C,46,A,52,52,1.000000000e+00,-3.121161500e-02,8.657924742e+02,5.434864902e+02,2.640374971e-06,1.650234357e-07,9.399225696e-01
YOR322C,35,B,18,118,1.000000000e+00,-5.166969567e-02,9.216938646e+02,6.163218024e+02,4.233634798e-06,2.646021749e-07,8.718749311e-01
YHR021W-A,6,A,98,98,1.000000000e+00,4.397053467e-04,9.176359267e+02,5.717230791e+02,1.727648741e-06,1.016263965e-07,9.651298796e-01
YBL033C,7,B,28,128,1.000000000e+00,1.752181882e-02,3.386513148e+02,2.005174670e+02,3.266789277e-07,5.444648795e-08,7.874808534e-01
YBL033C,7,B,28,128,1.000000000e+00,-2.370492900e-02,1.012557492e+03,7.410336364e+02,1.279246885e-06,9.840360653e-08,9.594057231e-01
YJL066C,21,A,59,59,1.000000000e+00,-2.246553357e-02,8.713924552e+02,5.380571685e+02,2.335311176e-06,1.373712456e-07,9.554097099e-01
YGL194C,18,B,48,148,1.000000000e+00,-7.821249363e-03,8.547484658e+02,5.199744221e+02,1.437871764e-06,8.458069200e-08,9.676519581e-01
YGL105W,17,B,90,190,2.000000000e+00,1.070294463e-02,1.568850980e+03,7.783201878e+02,1.224505652e-06,3.061264129e-08,9.847856783e-01
YMR145C,28,B,83,183,1.000000000e+00,-4.939422127e-03,5.198534334e+02,3.112809889e+02,8.740323201e-08,8.740323201e-09,8.698493635e-01
YMR145C,28,B,83,183,2.000000000e+00,-3.318032362e-02,1.262824502e+03,6.420569930e+02,1.546695530e-06,4.989340420e-08,9.845530424e-01
YKL043W,51,A,34,34,2.000000000e+00,-1.979642833e-02,1.308233023e+03,5.865722009e+02,8.667934345e-07,2.407759540e-08,9.930767236e-01
YKR082W,41,A,7,7,1.000000000e+00,-2.048470096e-02,1.141107607e+03,7.140131158e+02,1.776885841e-06,8.076753824e-08,9.450101993e-01
BY4741,43,B,88,188,2.000000000e+00,-8.716240534e-03,1.396659491e+03,6.523422956e+02,1.199850044e-06,3.242837957e-08,9.913874154e-01
YDL134C-A,10,B,87,187,2.000000000e+00,-8.275416288e-03,1.288351716e+03,5.722769266e+02,1.112546440e-06,3.090406777e-08,9.923063002e-01
YDR494W,15,A,47,47,2.000000000e+00,-1.627849933e-02,1.312191914e+03,5.603380186e+02,1.018752067e-06,2.753383965e-08,9.925649255e-01
YJL117W,21,A,30,30,1.000000000e+00,-3.768710020e-02,9.852481751e+02,7.247548559e+02,1.570865351e-06,1.208357962e-07,9.187900415e-01
YIL141W,4,B,9,109,2.000000000e+00,-2.638530467e-02,1.157643411e+03,4.780667639e+02,1.448645112e-06,4.260720919e-08,9.910012138e-01
YMR060C,41,A,61,61,1.000000000e+00,4.884895961e-02,3.093562211e+02,8.416834000e+01,1.894939341e-06,1.722672128e-07,6.821870426e-01
